61.9	-683.43	0
-61.9	-683.43	0
61.9	-638.72	0
61.9	-594.01	0
61.9	-549.3	0
61.9	-504.59	0
61.9	-459.88	0
61.9	-415.17	0
61.9	-370.46	0
61.9	-325.75	0
61.9	-281.04	0
61.9	-236.33	0
61.9	-191.62	0
61.9	-146.91	0
61.9	-102.2	0
61.9	-57.49	0
61.9	-12.78	0
61.9	31.93	0
61.9	76.64	0
61.9	121.35	0
61.9	166.06	0
61.9	210.77	0
61.9	255.48	0
61.9	300.19	0
61.9	344.89	0
61.9	389.6	0
61.9	434.31	0
61.9	479.02	0
61.9	523.73	0
61.9	568.44	0
61.9	613.15	0
61.9	657.86	0
61.9	702.57	0
-61.9	-632.09	0
-61.9	-580.76	0
-61.9	-529.43	0
-61.9	-478.09	0
-61.9	-426.76	0
-61.9	-375.43	0
-61.9	-324.09	0
-61.9	-272.76	0
-61.9	-221.43	0
-61.9	-170.09	0
-61.9	-118.76	0
-61.9	-67.43	0
-61.9	-16.09	0
-61.9	35.24	0
-61.9	86.57	0
-61.9	137.91	0
-61.9	189.24	0
-61.9	240.57	0
-61.9	291.91	0
-61.9	343.24	0
-61.9	394.57	0
-61.9	445.91	0
-61.9	497.24	0
-61.9	548.57	0
-61.9	599.91	0
-61.9	651.24	0
-61.9	702.57	0
-38	-488.43	0
-13	-488.43	0
12	-488.43	0
37	-488.43	0
-38	71.57	0
-13	71.57	0
12	71.57	0
37	71.57	0
-38	351.57	0
-13	351.57	0
12	351.57	0
37	351.57	0
