189	-575.99	0
-189	-575.99	0
-189	-531.28	0
-189	-486.57	0
-189	-441.86	0
-189	-397.15	0
-189	-352.44	0
-189	-307.73	0
-189	-263.02	0
-189	-218.31	0
-189	-173.6	0
-189	-128.89	0
-189	-84.18	0
-189	-39.47	0
-189	5.24	0
-189	49.95	0
-189	94.65	0
-189	139.36	0
-189	184.07	0
-189	228.78	0
-189	273.49	0
-189	318.2	0
-189	362.91	0
-189	407.62	0
-189	452.33	0
-189	497.04	0
-189	541.75	0
-189	586.46	0
-189	631.17	0
-189	675.88	0
-189	720.59	0
-189	765.3	0
-189	810.01	0
189	-531.14	0
189	-486.3	0
189	-441.45	0
189	-396.61	0
189	-351.76	0
189	-306.91	0
189	-262.07	0
189	-217.22	0
189	-172.37	0
189	-127.53	0
189	-82.68	0
189	-37.84	0
189	7.01	0
189	51.86	0
189	96.7	0
189	141.55	0
189	186.39	0
189	231.24	0
189	276.09	0
189	320.93	0
189	365.78	0
189	410.63	0
189	455.47	0
189	500.32	0
189	545.16	0
189	590.01	0
46.83	584.01	0
-54.17	584.01	0
-0.17	-575.99	0
-0.17	-531.37	0
-0.17	-486.76	0
-0.17	-442.14	0
-0.17	-397.53	0
-0.17	-352.91	0
-0.17	-308.3	0
-0.17	-263.68	0
-0.17	-219.07	0
-0.17	-174.45	0
-0.17	-129.84	0
-0.17	-85.22	0
-0.17	-40.61	0
-0.17	4.01	0
-0.17	48.63	0
-0.17	93.24	0
-0.17	137.86	0
-0.17	182.47	0
-0.17	227.09	0
-0.17	271.7	0
-0.17	316.32	0
-0.17	360.93	0
-0.17	405.55	0
-0.17	450.16	0
-0.17	494.78	0
-0.17	539.39	0
-0.17	584.01	0
-54.17	618.01	0
-54.17	652.01	0
-54.17	686.01	0
-54.17	720.01	0
-54.17	754.01	0
46.83	624.01	0
46.83	664.01	0
46.83	704.01	0
-163	-380.99	0
163	-380.99	0
-116.33	-380.99	0
-69.67	-380.99	0
-23	-380.99	0
116.33	-380.99	0
69.67	-380.99	0
23	-380.99	0
-163	179.01	0
163	179.01	0
-116.33	179.01	0
-69.67	179.01	0
-23	179.01	0
116.33	179.01	0
69.67	179.01	0
23	179.01	0
-163	459.01	0
163	459.01	0
-116.33	459.01	0
-69.67	459.01	0
-23	459.01	0
116.33	459.01	0
69.67	459.01	0
23	459.01	0
