189	-575.99	0
-189	-575.99	0
-189	-524.66	0
-189	-473.32	0
-189	-421.99	0
-189	-370.66	0
-189	-319.32	0
-189	-267.99	0
-189	-216.66	0
-189	-165.32	0
-189	-113.99	0
-189	-62.66	0
-189	-11.32	0
-189	40.01	0
-189	91.34	0
-189	142.68	0
-189	194.01	0
-189	245.34	0
-189	296.68	0
-189	348.01	0
-189	399.34	0
-189	450.68	0
-189	502.01	0
-189	553.34	0
-189	604.68	0
-189	656.01	0
-189	707.34	0
-189	758.68	0
-189	810.01	0
189	-525.29	0
189	-474.6	0
189	-423.9	0
189	-373.21	0
189	-322.51	0
189	-271.82	0
189	-221.12	0
189	-170.43	0
189	-119.73	0
189	-69.03	0
189	-18.34	0
189	32.36	0
189	83.05	0
189	133.75	0
189	184.44	0
189	235.14	0
189	285.84	0
189	336.53	0
189	387.23	0
189	437.92	0
189	488.62	0
189	539.31	0
189	590.01	0
11	578.01	0
65.2	578.01	0
-111.5	-575.99	0
-36	-575.99	0
40	-575.99	0
114	-575.99	0
114	-526.65	0
114	-477.32	0
114	-427.98	0
114	-378.65	0
114	-329.31	0
114	-279.97	0
114	-230.64	0
114	-181.3	0
114	-131.97	0
114	-82.63	0
114	-33.29	0
114	16.04	0
114	65.38	0
114	114.71	0
114	164.05	0
114	213.39	0
114	262.72	0
114	312.06	0
114	361.39	0
114	410.73	0
114	460.07	0
114	509.4	0
114	558.74	0
114	608.07	0
114	657.41	0
40	-525.82	0
40	-475.64	0
40	-425.47	0
40	-375.29	0
40	-325.12	0
40	-274.95	0
40	-224.77	0
40	-174.6	0
40	-124.43	0
40	-74.25	0
40	-24.08	0
40	26.1	0
40	76.27	0
40	126.44	0
40	176.62	0
40	226.79	0
40	276.97	0
40	327.14	0
40	377.31	0
40	427.49	0
40	477.66	0
40	527.84	0
40	578.01	0
-36	-525.22	0
-36	-474.45	0
-36	-423.68	0
-36	-372.91	0
-36	-322.14	0
-36	-271.37	0
-36	-220.61	0
-36	-169.84	0
-36	-119.07	0
-36	-68.3	0
-36	-17.53	0
-36	33.24	0
-36	84.01	0
-36	134.78	0
-36	185.55	0
-36	236.32	0
-36	287.09	0
-36	337.86	0
-36	388.63	0
-36	439.39	0
-36	490.16	0
-36	540.93	0
-36	591.7	0
-36	642.47	0
-36	693.24	0
-36	744.01	0
-111.5	-525.47	0
-111.5	-474.95	0
-111.5	-424.43	0
-111.5	-373.92	0
-111.5	-323.4	0
-111.5	-272.88	0
-111.5	-222.36	0
-111.5	-171.84	0
-111.5	-121.32	0
-111.5	-70.81	0
-111.5	-20.29	0
-111.5	30.23	0
-111.5	80.75	0
-111.5	131.27	0
-111.5	181.79	0
-111.5	232.31	0
-111.5	282.82	0
-111.5	333.34	0
-111.5	383.86	0
-111.5	434.38	0
-111.5	484.9	0
-111.5	535.42	0
-111.5	585.94	0
-111.5	636.45	0
-111.5	686.97	0
-111.5	737.49	0
-111.5	788.01	0
65.2	614.68	0
65.2	651.34	0
65.2	688.01	0
11	613.01	0
11	648.01	0
11	683.01	0
11	718.01	0
147	-380.99	0
72	-380.99	0
0	-380.99	0
-77	-380.99	0
-150	-380.99	0
147	179.01	0
72	179.01	0
0	179.01	0
-77	179.01	0
-150	179.01	0
147	459.01	0
72	459.01	0
0	459.01	0
-77	459.01	0
-150	459.01	0
