-62.4	-567.96	0
61.9	-567.96	0
-62.4	-523.11	0
-62.4	-478.27	0
-62.4	-433.42	0
-62.4	-388.57	0
-62.4	-343.73	0
-62.4	-298.88	0
-62.4	-254.03	0
-62.4	-209.19	0
-62.4	-164.34	0
-62.4	-119.5	0
-62.4	-74.65	0
-62.4	-29.8	0
-62.4	15.04	0
-62.4	59.89	0
-62.4	104.73	0
-62.4	149.58	0
-62.4	194.43	0
-62.4	239.27	0
-62.4	284.12	0
-62.4	328.97	0
-62.4	373.81	0
-62.4	418.66	0
-62.4	463.5	0
-62.4	508.35	0
-62.4	553.2	0
-62.4	598.04	0
61.9	-517.26	0
61.9	-466.57	0
61.9	-415.87	0
61.9	-365.18	0
61.9	-314.48	0
61.9	-263.78	0
61.9	-213.09	0
61.9	-162.39	0
61.9	-111.7	0
61.9	-61	0
61.9	-10.31	0
61.9	40.39	0
61.9	91.09	0
61.9	141.78	0
61.9	192.48	0
61.9	243.17	0
61.9	293.87	0
61.9	344.56	0
61.9	395.26	0
61.9	445.96	0
61.9	496.65	0
61.9	547.35	0
61.9	598.04	0
38	-372.96	0
13	-372.96	0
-12	-372.96	0
-37	-372.96	0
38	187.04	0
13	187.04	0
-12	187.04	0
-37	187.04	0
38	467.04	0
13	467.04	0
-12	467.04	0
-37	467.04	0
